"","X.2","X.1","X","NUMBER","ACC","PAGE","Author","Year","Title","DOI","Location","Biome","Landscape","Lower_diversity_guild","Higher_diversity_guilds","Plant.species.family","Plant.species","Pollinator.variable.measure","Reproductive.succes.measure","Response","Nc.visits","Nt.visits","Escala_visitas","Nc.sp..Poll","Nt.sp..Poll","Obs.Exp","N","Escala.N","N.control","N.treat","Measure.used","Value","df","valueC","valueT","Unidad","seC","seT","Visitas.C","Visitas.T","Unidad.de.tiempo.de.visitas","Country","Obs","Tiempo.muestreo","Genus","logRR_manual","SD_C","SD_T","cv_c","cv_t","yi","vi","Guild_sp","Exp_no.exp","Managed_Wild","Vert_Invert","Diurn_Noctur","Flying_Noflying","Cultivo","Biomes","Flower_color","Flower_sex","Flower_sexual_self-incompatibility_mechanism","Plant_mating_system","Flower_insemination_autogamous_or_xenogamous","Species_reproduction_type","Flower_corolla_type","Flower_colour","Breeding_system","Sex_or_flower_type","IMPUTED_Compatibility","Flower_morphology","Flowers_per_plant","Autonomous_selfing_level"
"459",476,476,738,"3750",185,1,"Turner, Ross C.; Midgley, Jeremy J.; Johnson, Steven D.",2011,"Evidence for rodent pollination in Erica hanekomii (Ericaceae)","10.1111/j.1095-8339.2011.01139.x","Middelberg Pass","Mediterranean Forests, Woodlands & Scrub","Shrubland","Vertebrate nocturnal no-flying excluded","all visitors","Ericaceae","Erica hanekomii","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",30,"inflorescence",15,15,NA,NA,NA,73.5,3.3,"%",NA,NA,NA,NA,NA,"South Africa",NA,NA,"Erica",3.10336293774636,28.1505,1.5411,NA,NA,-3.42608958729567,0.328968164336264,"Guild",FALSE,"Wild","Vertebrate",NA,"No-flying","No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",477,477,741,"3785",187,1,"Valiente-Banuet, A.; Gally, R. Santos; Arizmendi, M. C.; Casas, A.",2007,"Pollination biology of the hemiepiphytic cactus Hylocereus undatus in the Tehuacan Valley, Mexico","10.1016/j.jaridenv.2006.04.001","Tehuacan Valley","Deserts & Xeric Shrublands","Shrubland","Diurnal exclusion","all visitors","Cactaceae","Selenicereus undatus","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",33,"flower",20,13,NA,NA,NA,100,76.9,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Selenicereus",0.262664309476493,38.3,35.9123,NA,NA,-0.602661548764136,0.132426121504271,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Deserts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",478,478,742,NA,NA,2,"Valiente-Banuet, A.; Gally, R. Santos; Arizmendi, M. C.; Casas, A.",2007,"Pollination biology of the hemiepiphytic cactus Hylocereus undatus in the Tehuacan Valley, Mexico","10.1016/j.jaridenv.2006.04.001","Tehuacan Valley","Deserts & Xeric Shrublands","Shrubland","Nocturnal exclusion","all visitors","Cactaceae","Selenicereus undatus","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",33,"flower",20,13,NA,NA,NA,100,46.1,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Selenicereus",0.774357235985489,38.3,21.5287,NA,NA,-1.60119795447183,0.165769060095876,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Deserts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",479,479,743,NA,NA,3,"Valiente-Banuet, A.; Gally, R. Santos; Arizmendi, M. C.; Casas, A.",2007,"Pollination biology of the hemiepiphytic cactus Hylocereus undatus in the Tehuacan Valley, Mexico","10.1016/j.jaridenv.2006.04.001","Tehuacan Valley","Deserts & Xeric Shrublands","Shrubland","Diurnal exclusion","all visitors","Cactaceae","Selenicereus undatus","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",30,"fruit",20,10,NA,NA,NA,5393,6830,NA,237,450,NA,NA,NA,"Mexico",NA,NA,"Selenicereus",-0.236222857227609,1059.8962213349,1423.02494707577,0.196531841523252,0.208349186980347,1.1760873484436,0.173053024186152,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Deserts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",480,480,744,NA,NA,4,"Valiente-Banuet, A.; Gally, R. Santos; Arizmendi, M. C.; Casas, A.",2007,"Pollination biology of the hemiepiphytic cactus Hylocereus undatus in the Tehuacan Valley, Mexico","10.1016/j.jaridenv.2006.04.001","Tehuacan Valley","Deserts & Xeric Shrublands","Shrubland","Nocturnal exclusion","all visitors","Cactaceae","Selenicereus undatus","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",26,"fruit",20,6,NA,NA,NA,5393,7110,NA,237,450,NA,NA,NA,"Mexico",NA,NA,"Selenicereus",-0.276400427460061,1059.8962213349,1102.27038425243,0.196531841523252,0.155030996378682,1.55556282865483,0.263200815010755,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Deserts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",481,481,745,"3800",188,1,"Van der Kroft, Tayla; Roberts, David G.; Krauss, Siegfried L.",2019,"The critical role of honeyeaters in the pollination of the catspaw Anigozanthos humilis (Haemodoraceae)","10.1071/bt18209","Shire of Gingin","Mediterranean Forests, Woodlands & Scrub","Shrubland","Vertebrate Diurnal flying exclusion","all visitors","Haemodoraceae","Anigozanthos humilis","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",348,"plant",51,297,NA,NA,NA,1.01,0.27,NA,0.25,0.08,NA,NA,NA,"Australia",NA,NA,"Anigozanthos",1.31928365083693,1.78535710713571,1.37869503516913,1.76768030409476,5.1062779080338,-0.511157119203476,0.0233502511026956,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",482,482,746,NA,NA,2,"Van der Kroft, Tayla; Roberts, David G.; Krauss, Siegfried L.",2019,"The critical role of honeyeaters in the pollination of the catspaw Anigozanthos humilis (Haemodoraceae)","10.1071/bt18209","Shire of Gingin","Mediterranean Forests, Woodlands & Scrub","Shrubland","Vert/Invert Diurnal flying exclusion","all visitors","Haemodoraceae","Anigozanthos humilis","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",283,"plant",51,232,NA,NA,NA,1.01,0.23,NA,0.25,0.08,NA,NA,NA,"Australia",NA,NA,"Anigozanthos",1.47962630091211,1.78535710713571,1.21852369693823,1.76768030409476,5.29792911712272,-0.581803979964048,0.0245162372070708,"Guild",FALSE,"Wild",NA,"Diurnal","Flying","No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",483,483,748,"3805",190,1,"Van der Niet, Timotheus; Pirie, Michael D.; Shuttleworth, Adam; Johnson, Steven D.; Midgley, Jeremy J.",2014,"Do pollinator distributions underlie the evolution of pollination ecotypes in the Cape shrub Erica plukenetii?","10.1093/aob/mct193",NA,NA,NA,"Vertebrate Diurnal flying exclusion","all visitors","Ericaceae","Erica plukenetii","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",40,NA,20,20,"X2",1.15,NA,77,67,"%",6.2,6.8,NA,NA,NA,"South Africa",NA,NA,"Erica",0.139112802462718,27.7272429209974,30.4105244939971,0.360094063909057,0.453888425283539,-0.336809687029574,0.101418009565962,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Others","varied_fenotype","yes, no, no","","","","","(partly) united, (partly) united, (partly) united",NA,"",NA,"",NA,NA,NA
"467",484,484,749,"3829",191,1,"Vaughton, G.",1992,"EFFECTIVENESS OF NECTARIVOROUS BIRDS AND HONEYBEES AS POLLINATORS OF BANKSIA-SPINULOSA (PROTEACEAE)","10.1111/j.1442-9993.1992.tb00779.x","New England National Par","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Proteaceae","Banksia spinulosa","Pollinator guild diversity","Pollen load","positive",NA,NA,NA,NA,NA,"Exp",100,"flower",55,45,"F",24.44,NA,3.7,2,NA,0.3,0.2,NA,NA,NA,"Australia",NA,NA,"Banksia",0.615185639090234,2.2248595461287,1.34164078649987,0.601313390845594,0.670820393249937,-0.897147545295367,0.0444284089941879,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",485,485,750,"3830",192,1,"Vaughton, G.",1996,"Pollination disruption by European honeybees in the Australian bird-pollinated shrub Grevillea barklyana (Proteaceae)","10.1007/bf00984750","Abraham´s Bosom","Temperate Broadleaf & Mixed Forests","Shrubland","Vertebrate Diurnal flying exclusion","all visitors","Proteaceae","Grevillea barklyana","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",70,"inflorescence",35,35,NA,NA,NA,1.9,0.9,"%",0.3,0.2,NA,NA,NA,"Australia",NA,NA,"Grevillea",0.747214401830221,1.77482393492988,1.18321595661992,0.934117860489413,1.31468439624436,-0.655649603414908,0.0602134028747009,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",486,486,751,"3852",193,1,"Verma, L. R.; Partap, U.",1994,"FORAGING BEHAVIOR OF APIS-CERANA ON CAULIFLOWER AND CABBAGE AND ITS IMPACT ON SEED PRODUCTION","10.1080/00218839.1994.11100876","Kathmandu","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB","open.allvisitors","Brassicaceae","Brassica oleracea var.botrytis","Pollinator species richness","fruit set","negative",NA,NA,NA,NA,NA,"Exp",150,"individual",75,75,NA,NA,NA,57,80.7,"%",5.1,7.5,NA,NA,NA,"Nepal",NA,NA,"Brassica",-0.347687307441353,44.1672955930064,64.9519052838329,0.774864834965024,0.804856323219739,0.42454876207349,0.0272674721712604,"Guild",TRUE,"Managed","Invertebrate",NA,"Flying","Crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",487,487,752,NA,NA,NA,"Verma, L. R.; Partap, U.",1994,"FORAGING BEHAVIOR OF APIS-CERANA ON CAULIFLOWER AND CABBAGE AND ITS IMPACT ON SEED PRODUCTION","10.1080/00218839.1994.11100876","Kathmandu","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB","open.allvisitors","Brassicaceae","Brassica oleracea var.capitata","Pollinator species richness","fruit set","negative",NA,NA,NA,NA,NA,"Exp",150,"individual",75,75,NA,NA,NA,52.1,79.8,"%",3.5,3.3,NA,NA,NA,"Nepal",NA,NA,"Brassica",-0.426358555696442,30.3108891324554,28.5788383248865,0.581782900814882,0.358130806076272,0.935560068925864,0.0295842421418952,"Guild",TRUE,"Managed","Invertebrate",NA,"Flying","Crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",488,488,753,NA,NA,NA,"Verma, L. R.; Partap, U.",1994,"FORAGING BEHAVIOR OF APIS-CERANA ON CAULIFLOWER AND CABBAGE AND ITS IMPACT ON SEED PRODUCTION","10.1080/00218839.1994.11100876","Kathmandu","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB","open.allvisitors","Brassicaceae","Brassica oleracea var.botrytis","Pollinator species richness","seed set","negative",NA,NA,NA,NA,NA,"Exp",150,"individual",75,75,NA,NA,NA,14.8,19.8,NA,0.6,0.5,NA,NA,NA,"Nepal",NA,NA,"Brassica",-0.29105475693042,5.19615242270663,4.33012701892219,0.35109137991261,0.218693283783949,1.0401085640397,0.0302727527499624,"Guild",TRUE,"Managed","Invertebrate",NA,"Flying","Crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",489,489,754,NA,NA,NA,"Verma, L. R.; Partap, U.",1994,"FORAGING BEHAVIOR OF APIS-CERANA ON CAULIFLOWER AND CABBAGE AND ITS IMPACT ON SEED PRODUCTION","10.1080/00218839.1994.11100876","Kathmandu","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB","open.allvisitors","Brassicaceae","Brassica oleracea var.capitata","Pollinator species richness","seed set","negative",NA,NA,NA,NA,NA,"Exp",150,"individual",75,75,NA,NA,NA,18,28.3,NA,0.1,0.7,NA,NA,NA,"Nepal",NA,NA,"Brassica",-0.452490046753027,0.866025403784439,6.06217782649107,0.0481125224324688,0.214211230618059,2.36660516489867,0.0453360666884168,"Guild",TRUE,"Managed","Invertebrate",NA,"Flying","Crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",490,490,755,"3893",194,1,"Walker, M. K.; Howlett, B. G.; Wallace, A. R.; McCallum, J. A.; Teulon, D. A. J.",2010,"The diversity and abundance of small arthropods in onion, Allium cepa, seed crops, and their potential role in pollination",NA,"North and South islands New Zealand","Temperate Broadleaf & Mixed Forests","Agricultural","Invertebrate.Big Diurnal Wild Flying exclusion","all visitors","Amaryllidaceae","Allium cepa","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",20,NA,10,10,NA,NA,NA,50,0.8,NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Allium",4.13516655674236,19.15,0.3736,NA,NA,-3.4788354184004,0.502557396707928,"Guild",FALSE,"Wild","Invertebrate","Diurnal","Flying","Crop","Temperate","w_wp","hermaphroditic","self-compatibel species, inbreeding depression","amphimicitc, sexual, allogamy","allogamous","by seed/by spore","",NA,"hermaphrodite",NA,"self_compatible",NA,NA,NA
"474",491,491,756,NA,NA,2,"Walker, M. K.; Howlett, B. G.; Wallace, A. R.; McCallum, J. A.; Teulon, D. A. J.",2010,"The diversity and abundance of small arthropods in onion, Allium cepa, seed crops, and their potential role in pollination",NA,"North and South islands New Zealand","Temperate Broadleaf & Mixed Forests","Agricultural","Invertebrate.Big Diurnal Wild Flying exclusion","all visitors","Amaryllidaceae","Allium cepa","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",16,NA,8,8,NA,NA,NA,34.8,1.3,NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Allium",3.28725312231294,13.3284,0.6071,NA,NA,-3.35657031344873,0.602080133410165,"Guild",FALSE,"Wild","Invertebrate","Diurnal","Flying","Crop","Temperate","w_wp","hermaphroditic","self-compatibel species, inbreeding depression","amphimicitc, sexual, allogamy","allogamous","by seed/by spore","",NA,"hermaphrodite",NA,"self_compatible",NA,NA,NA
"475",492,492,757,"3942",195,1,"Watts, Stella; Huaman Ovalle, David; Moreno Herrera, Marcela; Ollerton, Jeff",2012,"Pollinator effectiveness of native and non-native flower visitors to an apparently generalist Andean shrub, Duranta mandonii (Verbenaceae)","10.1111/j.1442-1984.2011.00337.x","Mantanay","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Verbenaceae","Duranta mandonii","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",86,"flower",64,22,NA,NA,NA,30,18.2,"%",NA,NA,NA,NA,NA,"Perú",NA,NA,"Duranta",0.499775787579406,11.49,8.4994,NA,NA,-1.08078969814622,0.0678708615686094,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",493,493,759,NA,NA,3,"Watts, Stella; Huaman Ovalle, David; Moreno Herrera, Marcela; Ollerton, Jeff",2012,"Pollinator effectiveness of native and non-native flower visitors to an apparently generalist Andean shrub, Duranta mandonii (Verbenaceae)","10.1111/j.1442-1984.2011.00337.x","Mantanay","Tropical & Subtropical Moist Broadleaf Forests","Forest","hummingbirds and moth","all visitors","Verbenaceae","Duranta mandonii","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",90,"flower",64,26,NA,NA,NA,30,3.8,"%",NA,NA,NA,NA,NA,"Perú",NA,NA,"Duranta",2.06619631492982,11.49,1.7746,NA,NA,-2.65935827139178,0.0933764629927599,NA,FALSE,"Wild",NA,NA,NA,"No_crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",494,494,760,"3944",196,1,"Wayo, Kanuengnit; Phankaew, Chama; Stewart, Alyssa B.; Bumrungsri, Sara",2018,"Bees are supplementary pollinators of self-compatible chiropterophilous durian","10.1017/s0266467418000019","Phatthalung","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Nocturnal flying exclusion","all visitors","Malvaceae","Durio zibethinus","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",38,"tree",19,19,"z",-0.31,NA,31.1,16.4,"%",5,4.3,NA,NA,NA,"Thailand",NA,NA,"Durio",0.639926484355036,21.7944947177034,18.7432654572249,0.700787611501716,1.14288204007469,-0.708014118869006,0.111858999901551,"Guild",FALSE,"Wild","Vertebrate","Nocturnal","Flying","No_crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",495,495,761,"3953",197,1,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",20,"tree",10,10,NA,NA,NA,2.07,0.74,"%",0.07,0.03,NA,NA,NA,"China",NA,NA,"Malus",1.0286537000612,0.221359436211787,0.0948683298050514,0.106936925706177,0.128200445682502,-7.47924628975472,1.59847812657025,"Species",TRUE,"Wild","Invertebrate",NA,"Flying","Crop","Temperate","w_wp","hermaphroditic","± self-incompatibel species, ± self-incompatibel species, gametophytic self-incompatibility","amphimicitc, sexual","allogamous","mostly by seed, rarely vegetatively","",NA,"hermaphrodite",NA,"self_incompatible",NA,NA,NA
"479",496,496,762,NA,NA,2,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",20,"tree",10,10,NA,NA,NA,1.41,0.74,"%",0.08,0.03,NA,NA,NA,"China",NA,NA,"Malus",0.644694797173998,0.25298221281347,0.0948683298050514,0.179420009087568,0.128200445682502,-3.35840883022463,0.481972746773269,"Species",TRUE,"Wild","Invertebrate",NA,"Flying","Crop","Temperate","w_wp","hermaphroditic","± self-incompatibel species, ± self-incompatibel species, gametophytic self-incompatibility","amphimicitc, sexual","allogamous","mostly by seed, rarely vegetatively","",NA,"hermaphrodite",NA,"self_incompatible",NA,NA,NA
"480",497,497,763,NA,NA,3,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",20,"tree",10,10,NA,NA,NA,1.87,0.54,"%",0.07,0.03,NA,NA,NA,"China",NA,NA,"Malus",1.24212457029031,0.221359436211787,0.0948683298050514,0.118374030059779,0.175682092231577,-7.47924628975473,1.59847812657025,"Species",TRUE,"Wild","Invertebrate",NA,"Flying","Crop","Temperate","w_wp","hermaphroditic","± self-incompatibel species, ± self-incompatibel species, gametophytic self-incompatibility","amphimicitc, sexual","allogamous","mostly by seed, rarely vegetatively","",NA,"hermaphrodite",NA,"self_incompatible",NA,NA,NA
"481",498,498,764,NA,NA,4,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",20,"tree",10,10,NA,NA,NA,1.51,0.54,"%",0.03,0.03,NA,NA,NA,"China",NA,NA,"Malus",1.02829579025065,0.0948683298050514,0.0948683298050514,0.0628267084801665,0.175682092231577,-9.79164528480554,2.59690793458637,"Species",TRUE,"Wild","Invertebrate",NA,"Flying","Crop","Temperate","w_wp","hermaphroditic","± self-incompatibel species, ± self-incompatibel species, gametophytic self-incompatibility","amphimicitc, sexual","allogamous","mostly by seed, rarely vegetatively","",NA,"hermaphrodite",NA,"self_incompatible",NA,NA,NA
"482",499,499,765,NA,NA,5,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",400,"fruit",200,200,NA,NA,NA,7.4,3.68,NA,0.18,0.16,NA,NA,NA,"China",NA,NA,"Malus",0.698567248029285,2.54558441227157,2.26274169979695,0.343997893550212,0.614875461901346,-1.5417330255256,0.0129711759024954,"Species",TRUE,"Wild","Invertebrate",NA,"Flying","Crop","Temperate","w_wp","hermaphroditic","± self-incompatibel species, ± self-incompatibel species, gametophytic self-incompatibility","amphimicitc, sexual","allogamous","mostly by seed, rarely vegetatively","",NA,"hermaphrodite",NA,"self_incompatible",NA,NA,NA
"483",500,500,766,NA,NA,6,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",400,"fruit",200,200,NA,NA,NA,6.24,3.68,NA,0.21,0.16,NA,NA,NA,"China",NA,NA,"Malus",0.528067430200497,2.9698484809835,2.26274169979695,0.475937256567869,0.614875461901346,-0.967840538287616,0.0111708941344411,"Species",TRUE,"Wild","Invertebrate",NA,"Flying","Crop","Temperate","w_wp","hermaphroditic","± self-incompatibel species, ± self-incompatibel species, gametophytic self-incompatibility","amphimicitc, sexual","allogamous","mostly by seed, rarely vegetatively","",NA,"hermaphrodite",NA,"self_incompatible",NA,NA,NA
"484",501,501,767,NA,NA,7,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",400,"fruit",200,200,NA,NA,NA,7.28,5.71,NA,0.14,0.16,NA,NA,NA,"China",NA,NA,"Malus",0.242911838540676,1.97989898732233,2.26274169979695,0.271964146610211,0.39627700521838,-0.737073279629187,0.0106790962744292,"Species",TRUE,"Wild","Invertebrate",NA,"Flying","Crop","Temperate","w_wp","hermaphroditic","± self-incompatibel species, ± self-incompatibel species, gametophytic self-incompatibility","amphimicitc, sexual","allogamous","mostly by seed, rarely vegetatively","",NA,"hermaphrodite",NA,"self_incompatible",NA,NA,NA
"485",502,502,768,NA,NA,8,"Wei, S. G.; Wang, R.; Smirle, M. J.; Xu, H. L.",2002,"Release of Osmia excavata and Osmia jacoti (Hymenoptera : Megachilidae) for apple pollination","10.4039/Ent134369-3","Weihai","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Malus domestica","Pollinator species richness","seed set","positive",NA,NA,NA,NA,NA,"Exp",400,"fruit",200,200,NA,NA,NA,6.62,5.71,NA,0.16,0.16,NA,NA,NA,"China",NA,NA,"Malus",0.147876346280998,2.26274169979695,2.26274169979695,0.341803882144555,0.39627700521838,-0.401408573621531,0.0102014110537211,"Species",TRUE,"Wild","Invertebrate",NA,"Flying","Crop","Temperate","w_wp","hermaphroditic","± self-incompatibel species, ± self-incompatibel species, gametophytic self-incompatibility","amphimicitc, sexual","allogamous","mostly by seed, rarely vegetatively","",NA,"hermaphrodite",NA,"self_incompatible",NA,NA,NA
"486",503,503,777,"4159",202,1,"Zisovich, A. H.; Goldway, M.; Schneider, D.; Steinberg, S.; Stern, E.; Stern, R. A.",2012,"Adding bumblebees (Bombus terrestris L., Hymenoptera: Apidae) to pear orchards increases seed number per fruit, fruit set, fruit size and yield","10.1080/14620316.2012.11512876","North of Israel","Mediterranean Forests, Woodlands & Scrub","Agricultural","sp1.HB","sp2.HB","Rosaceae","Pyrus communis","Pollinator species richness","fruit set","positive",NA,NA,NA,"2","1","Exp",2000,"flower",1000,1000,NA,NA,NA,21.6,17.7,"%",NA,NA,NA,NA,NA,"Israel",NA,NA,"Pyrus",0.199128675110336,8.2728,8.2659,NA,NA,-0.471444005031817,0.00205556486247011,"Species",TRUE,"Managed","Invertebrate",NA,"Flying","Crop","Mediterranean","w_wp","hermaphroditic, hermaphroditic","self-incompatibel species, self-incompatibel species, self-incompatibel species, self-incompatibel species, gametophytic self-incompatibility, gametophytic self-incompatibility","amphimicitc, sexual, amphimicitc, sexual","allogamous, allogamous","mostly by seed, rarely vegetatively, mostly by seed, rarely vegetatively","",NA,"hermaphrodite",NA,"self_incompatible",NA,NA,NA
"487",504,504,778,NA,NA,2,"Zisovich, A. H.; Goldway, M.; Schneider, D.; Steinberg, S.; Stern, E.; Stern, R. A.",2012,"Adding bumblebees (Bombus terrestris L., Hymenoptera: Apidae) to pear orchards increases seed number per fruit, fruit set, fruit size and yield","10.1080/14620316.2012.11512876","North of Israel","Mediterranean Forests, Woodlands & Scrub","Agricultural","sp1.HB","sp2.HB","Rosaceae","Pyrus communis","Pollinator species richness","fruit size","positive",NA,NA,NA,"2","1","Exp",100,"fruit",50,50,NA,NA,NA,67.3,64.5,NA,NA,NA,NA,NA,NA,"Israel",NA,NA,"Pyrus",0.0424950128489554,25.7759,30.1215,NA,NA,-0.0991154802626327,0.0400491193921385,"Species",TRUE,"Managed","Invertebrate",NA,"Flying","Crop","Mediterranean","w_wp","hermaphroditic, hermaphroditic","self-incompatibel species, self-incompatibel species, self-incompatibel species, self-incompatibel species, gametophytic self-incompatibility, gametophytic self-incompatibility","amphimicitc, sexual, amphimicitc, sexual","allogamous, allogamous","mostly by seed, rarely vegetatively, mostly by seed, rarely vegetatively","",NA,"hermaphrodite",NA,"self_incompatible",NA,NA,NA
