"","X","NUMBER","ACC","PAGE","Author","Year","Title","DOI","Location","Biome","Landscape","Lower_diversity_guild","Higher_diversity_guilds","Ratto_Vert","Plant.species.family","Plant.species","Pollinator.variable.measure","Reproductive.succes.measure","Response","Nc.visits","Nt.visits","Escala_visitas","Nc.sp..Poll","Nt.sp..Poll","Obs.Exp","N","Escala.N","N.control","N.treat","Measure.used","Value","df","valueC","valueT","Unidad","seC","seT","Visitas.C","Visitas.T","Unidad.de.tiempo.de.visitas","Country","Obs","Tiempo.muestreo","Genus","SD_C","SD_T","cv_c","cv_t","yi","vi","Guild_sp","Exp_no.exp","Managed_Wild","Vert_Invert","Diurn_Noctur","Flying_Noflying","Cultivo","Biomes"
"147",304,NA,NA,9,"Hingston, A. B.; Potts, B. M.; McQuillan, P. B.",2004,"Pollination services provided by various size classes of flower visitors to Eucalyptus globulus ssp globulus (Myrtaceae)","10.1071/bt03002","Derwent Estuary","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Flying exclusion","25mm mesh",NA,"Myrtaceae","Eucalyptus globulus","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",12,"individual",6,6,NA,NA,NA,83.8,31,NA,41.8,8.7,NA,NA,NA,"Tasmania",NA,NA,"Eucalyptus",32.7658,14.508,NA,NA,-1.92280354746248,0.487382228422263,"Guild","FALSE","Wild","Vertebrate","NA","Flying","No_crop","Temperate"
"148",305,NA,NA,10,"Hingston, A. B.; Potts, B. M.; McQuillan, P. B.",2004,"Pollination services provided by various size classes of flower visitors to Eucalyptus globulus ssp globulus (Myrtaceae)","10.1071/bt03002","Derwent Estuary","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Flying exclusion","25mm mesh",NA,"Myrtaceae","Eucalyptus globulus","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",12,"individual",6,6,NA,NA,NA,83.8,59.6,NA,41.8,20,NA,NA,NA,"Tasmania",NA,NA,"Eucalyptus",32.7658,27.8928,NA,NA,-0.733901994132599,0.355775505707992,"Guild","FALSE","Wild","Vertebrate","NA","Flying","No_crop","Temperate"
"149",308,"1568",79,1,"Holland, J. N.; Fleming, T. H.",2002,"Co-pollinators and specialization in the pollinating seed-consumer mutualism between senita cacti and senita moths","10.1007/s00442-002-1061-y","Bahia Kino","Deserts & Xeric Shrublands","Shrubland","Diurnal exclusion","all visitors","no","Cactaceae","Pachycereus schottii","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",22,"plant",11,11,NA,NA,NA,49,37,"%",7,7,NA,NA,NA,"Mexico",NA,NA,"Pachycereus",23.2163735324878,23.2163735324878,0.473803541479343,0.627469554932103,-0.497206611046976,0.187436691228837,"Guild","FALSE","Wild","NA","Diurnal","NA","No_crop","Deserts"
"150",309,NA,NA,2,"Holland, J. N.; Fleming, T. H.",2002,"Co-pollinators and specialization in the pollinating seed-consumer mutualism between senita cacti and senita moths","10.1007/s00442-002-1061-y","Bahia Kino","Deserts & Xeric Shrublands","Shrubland","Nocturnal exclusion","all visitors","no","Cactaceae","Pachycereus schottii","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",22,"plant",11,11,NA,NA,NA,49,20,"%",7,5,NA,NA,NA,"Mexico",NA,NA,"Pachycereus",23.2163735324878,16.583123951777,0.473803541479343,0.82915619758885,-1.38277278812861,0.225274104172476,"Guild","FALSE","Wild","NA","Nocturnal","NA","No_crop","Deserts"
"151",310,NA,NA,3,"Holland, J. N.; Fleming, T. H.",2002,"Co-pollinators and specialization in the pollinating seed-consumer mutualism between senita cacti and senita moths","10.1007/s00442-002-1061-y","Bahia Kino","Deserts & Xeric Shrublands","Shrubland","Diurnal exclusion","all visitors","no","Cactaceae","Pachycereus schottii","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",22,"plant",11,11,NA,NA,NA,46,42,"%",6,6,NA,NA,NA,"Mexico",NA,NA,"Pachycereus",19.8997487421324,19.8997487421324,0.432603233524617,0.473803541479343,-0.193358126518268,0.182667894661151,"Guild","FALSE","Wild","NA","Diurnal","NA","No_crop","Deserts"
"152",311,NA,NA,4,"Holland, J. N.; Fleming, T. H.",2002,"Co-pollinators and specialization in the pollinating seed-consumer mutualism between senita cacti and senita moths","10.1007/s00442-002-1061-y","Bahia Kino","Deserts & Xeric Shrublands","Shrubland","Nocturnal exclusion","all visitors","no","Cactaceae","Pachycereus schottii","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",22,"plant",11,11,NA,NA,NA,46,8,"%",6,3,NA,NA,NA,"Mexico",NA,NA,"Pachycereus",19.8997487421324,9.9498743710662,0.432603233524617,1.24373429638327,-2.32351791882278,0.304516716342967,"Guild","FALSE","Wild","NA","Nocturnal","NA","No_crop","Deserts"
"153",312,NA,NA,5,"Holland, J. N.; Fleming, T. H.",2002,"Co-pollinators and specialization in the pollinating seed-consumer mutualism between senita cacti and senita moths","10.1007/s00442-002-1061-y","Bahia Kino","Deserts & Xeric Shrublands","Shrubland","Diurnal exclusion","all visitors","no","Cactaceae","Pachycereus schottii","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",22,"plant",11,11,NA,NA,NA,49,52,"%",7,7,NA,NA,NA,"Mexico",NA,NA,"Pachycereus",23.2163735324878,23.2163735324878,0.473803541479343,0.446468721778612,0.124301652761744,0.182169338656348,"Guild","FALSE","Wild","NA","Diurnal","NA","No_crop","Deserts"
"154",313,NA,NA,6,"Holland, J. N.; Fleming, T. H.",2002,"Co-pollinators and specialization in the pollinating seed-consumer mutualism between senita cacti and senita moths","10.1007/s00442-002-1061-y","Bahia Kino","Deserts & Xeric Shrublands","Shrubland","Nocturnal exclusion","all visitors","no","Cactaceae","Pachycereus schottii","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",22,"plant",11,11,NA,NA,NA,49,4,"%",7,2,NA,NA,NA,"Mexico",NA,NA,"Pachycereus",23.2163735324878,6.6332495807108,0.473803541479343,1.6583123951777,-2.5353811978976,0.327912677696651,"Guild","FALSE","Wild","NA","Nocturnal","NA","No_crop","Deserts"
"155",314,NA,NA,7,"Holland, J. N.; Fleming, T. H.",2002,"Co-pollinators and specialization in the pollinating seed-consumer mutualism between senita cacti and senita moths","10.1007/s00442-002-1061-y","Bahia Kino","Deserts & Xeric Shrublands","Shrubland","Diurnal exclusion","all visitors","no","Cactaceae","Pachycereus schottii","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",22,"plant",11,11,NA,NA,NA,33,25,"%",4,8,NA,NA,NA,"Mexico",NA,NA,"Pachycereus",13.2664991614216,26.5329983228432,0.402015126103685,1.06131993291373,-0.366871250340439,0.184877148052872,"Guild","FALSE","Wild","NA","Diurnal","NA","No_crop","Deserts"
"156",315,NA,NA,8,"Holland, J. N.; Fleming, T. H.",2002,"Co-pollinators and specialization in the pollinating seed-consumer mutualism between senita cacti and senita moths","10.1007/s00442-002-1061-y","Bahia Kino","Deserts & Xeric Shrublands","Shrubland","Nocturnal exclusion","all visitors","no","Cactaceae","Pachycereus schottii","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",22,"plant",11,11,NA,NA,NA,33,0.5,"%",4,0.5,NA,NA,NA,"Mexico",NA,NA,"Pachycereus",13.2664991614216,1.6583123951777,0.402015126103685,3.3166247903554,-3.30693276149009,0.430359188386739,"Guild","FALSE","Wild","NA","Nocturnal","NA","No_crop","Deserts"
"157",316,"1605",80,1,"Huang, Zhi-Huan; Luo, Wen-Hua; Huang, Shi-Xun; Huang, Shuang-Quan",2018,"Sunbirds serve as major pollinators for various populations of Firmiana kwangsiensis, a tree endemic to South China","10.1111/jse.12311","Jingxi, Daxin, Laibin in Guangxi Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Malvaceae","Firmiana kwangsiensis","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",32,"inflorescence",20,12,NA,NA,NA,40.4,8.97,"%",4.81,3.39,NA,NA,NA,"China",NA,NA,"Firmiana",21.510973943548,11.743304475317,0.532449850087821,1.30917552679119,-1.65271806724941,0.176012661611656,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"158",317,NA,NA,2,"Huang, Zhi-Huan; Luo, Wen-Hua; Huang, Shi-Xun; Huang, Shuang-Quan",2018,"Sunbirds serve as major pollinators for various populations of Firmiana kwangsiensis, a tree endemic to South China","10.1111/jse.12311","Jingxi, Daxin, Laibin in Guangxi Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Malvaceae","Firmiana kwangsiensis","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",32,"inflorescence",20,12,NA,NA,NA,80.5,29.33,"%",5.69,9.03,NA,NA,NA,"China",NA,NA,"Firmiana",25.4464535839476,31.2808375846939,0.316105013465188,1.06651338509014,-1.7987968262646,0.18389067742989,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"159",318,"1606",81,1,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron beesianum","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"Z",6.05,NA,66,22,"%",2,4,NA,NA,NA,"China",NA,NA,"Rhododendron",6,12,0.0909090909090909,0.545454545454545,-4.41656017529683,0.76405566061161,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"160",319,NA,NA,2,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron clementinae","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"Z",2.36,NA,55,37,"%",5,4,NA,NA,NA,"China",NA,NA,"Rhododendron",15,12,0.272727272727273,0.324324324324324,-1.26190613025683,0.266455752266105,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"161",320,NA,NA,3,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron cyanocarpum","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"Z",-0.49,NA,26,21,"%",4,3,NA,NA,NA,"China",NA,NA,"Rhododendron",12,9,0.461538461538462,0.428571428571429,-0.448896762667368,0.227819675098146,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"162",321,NA,NA,4,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Reserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron delavayi","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"Z",2.94,NA,37,23,"%",3,4,NA,NA,NA,"China",NA,NA,"Rhododendron",9,12,0.243243243243243,0.521739130434783,-1.25691093546863,0.266106252769462,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"163",322,NA,NA,5,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron lacteum","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"Z",-1.86,NA,46,36,"%",5,3,NA,NA,NA,"China",NA,NA,"Rhododendron",15,9,0.326086956521739,0.25,-0.769851596725062,0.238685318916115,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"164",323,NA,NA,6,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron neriiflorum","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"Z",4.56,NA,92,34,"%",2,5,NA,NA,NA,"China",NA,NA,"Rhododendron",6,15,0.0652173913043478,0.441176470588235,-4.83476609670584,0.87152675582934,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"165",324,NA,NA,7,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron oreotrephes","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"Z",2.27,NA,86,54,"%",2,4,NA,NA,NA,"China",NA,NA,"Rhododendron",6,12,0.0697674418604651,0.222222222222222,-3.21204376385224,0.508811809469502,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"166",325,NA,NA,8,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron rex","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"Z",3.95,NA,83,49,"%",4,5,NA,NA,NA,"China",NA,NA,"Rhododendron",12,15,0.144578313253012,0.306122448979592,-2.38360046826291,0.380043088675088,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"167",326,NA,NA,9,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron sinogrande","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"Z",7.46,NA,37,4,"%",5,1,NA,NA,NA,"China",NA,NA,"Rhododendron",15,3,0.405405405405405,0.75,-2.90518463962211,0.456669383063784,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"168",327,NA,NA,10,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron wardii","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"Z",3.37,NA,71,38,"%",4,4,NA,NA,NA,"China",NA,NA,"Rhododendron",12,12,0.169014084507042,0.315789473684211,-2.61869804571197,0.412710540405991,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"169",328,NA,NA,11,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron microphyton","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"Z",-0.53,NA,77,70,"%",4,4,NA,NA,NA,"China",NA,NA,"Rhododendron",12,12,0.155844155844156,0.171428571428571,-0.555481403635872,0.23079332193848,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"170",329,NA,NA,12,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron racemosum","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"Z",-0.36,NA,86,82,"%",2,3,NA,NA,NA,"China",NA,NA,"Rhododendron",6,9,0.0697674418604651,0.109756097560976,-0.498006244672918,0.22911139499259,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"171",330,NA,NA,13,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron simsii","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"Z",-0.9,NA,67,53,"%",4,4,NA,NA,NA,"China",NA,NA,"Rhododendron",12,12,0.17910447761194,0.226415094339623,-1.11096280727174,0.256506621087253,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"172",331,NA,NA,14,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron trichocladum","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"Z",-0.38,NA,90,85,"%",2,4,NA,NA,NA,"China",NA,NA,"Rhododendron",6,12,0.0666666666666667,0.141176470588235,-0.501881838101912,0.229219038317127,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"173",332,NA,NA,15,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron virgatum","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"Z",-0.49,NA,86,79,"%",2,3,NA,NA,NA,"China",NA,NA,"Rhododendron",6,9,0.0697674418604651,0.113924050632911,-0.871510928177607,0.243320313831472,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"174",333,NA,NA,16,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron beesianum","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"t",5.96,NA,59,23,"%",2,4,NA,NA,NA,"China",NA,NA,"Rhododendron",6,12,0.101694915254237,0.521739130434783,-3.61354923433377,0.58493716858206,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"175",334,NA,NA,17,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron clementinae","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"t",12.88,NA,46,17,"%",1,2,NA,NA,NA,"China",NA,NA,"Rhododendron",3,6,0.0652173913043478,0.352941176470588,-5.82182932198218,1.16371379595254,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"176",335,NA,NA,18,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron cyanocarpum","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"t",4.18,NA,55,25,"%",3,4,NA,NA,NA,"China",NA,NA,"Rhododendron",9,12,0.163636363636364,0.48,-2.69338057600421,0.423730525755466,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"177",336,NA,NA,19,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron delavayi","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"t",8.42,NA,59,10,"%",1,3,NA,NA,NA,"China",NA,NA,"Rhododendron",3,9,0.0508474576271186,0.9,-6.95572740109413,1.56617065773144,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"178",337,NA,NA,20,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron lacteum","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"t",6.98,NA,46,26,"%",2,1,NA,NA,NA,"China",NA,NA,"Rhododendron",6,3,0.130434782608696,0.115384615384615,-4.0150547048153,0.670018452296096,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"179",338,NA,NA,21,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron neriiflorum","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"t",7.82,NA,56,23,"%",3,3,NA,NA,NA,"China",NA,NA,"Rhododendron",9,9,0.160714285714286,0.391304347826087,-3.49159739428263,0.560868121215589,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"180",339,NA,NA,22,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron oreotrephes","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"t",9.65,NA,62,36,"%",2,2,NA,NA,NA,"China",NA,NA,"Rhododendron",6,6,0.0967741935483871,0.166666666666667,-4.12643328415219,0.695206990237752,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"181",340,NA,NA,23,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron rex","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"t",7.08,NA,42,11,"%",3,2,NA,NA,NA,"China",NA,NA,"Rhododendron",9,6,0.214285714285714,0.545454545454545,-3.85954839621512,0.636003161742408,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"182",341,NA,NA,24,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron sinogrande","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"t",15.54,NA,41,1,"%",2,1,NA,NA,NA,"China",NA,NA,"Rhododendron",6,3,0.146341463414634,3,-8.0301094096306,2.01340714251772,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
"183",342,NA,NA,25,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species","10.1093/aobpla/plx062","Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Rhododendron wardii","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",18,"inflorescence",9,9,"t",4.25,NA,54,41,"%",2,3,NA,NA,NA,"China",NA,NA,"Rhododendron",6,9,0.111111111111111,0.219512195121951,-1.61852029518698,0.294989109609227,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical"
