"","X","NUMBER","ACC","PAGE","Author","Year","Title","DOI","Location","Biome","Landscape","Lower_diversity_guild","Higher_diversity_guilds","Ratto_Vert","Plant.species.family","Plant.species","Pollinator.variable.measure","Reproductive.succes.measure","Response","Nc.visits","Nt.visits","Escala_visitas","Nc.sp..Poll","Nt.sp..Poll","Obs.Exp","N","Escala.N","N.control","N.treat","Measure.used","Value","df","valueC","valueT","Unidad","seC","seT","Visitas.C","Visitas.T","Unidad.de.tiempo.de.visitas","Country","Obs","Tiempo.muestreo","Genus","SD_C","SD_T","cv_c","cv_t","yi","vi","Guild_sp","Exp_no.exp","Managed_Wild","Vert_Invert","Diurn_Noctur","Flying_Noflying","Cultivo","Biomes"
"462",711,"3645",182,1,"Tasen, Wattanachai; Tangmitcharoen, Suwan; Thakeaw, Malaiporn; Ogata, Kazuo",2009,"Insect Pollination of Aquilaria crassna (Thymelaeaceae): Effect of Moths for the Fruit Setting in Thailand",NA,"Kao Yai National Park","Tropical & Subtropical Moist Broadleaf Forests","Forest","Invertebrate Diurnal flying exclusion","all visitors",NA,"Thymelaeaceae","Aquilaria crassna","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",12,"tree",6,6,NA,NA,NA,2.23,1.09,"%",0.56,0.51,NA,NA,NA,"Thailand",NA,NA,"Aquilaria",1.37171425595858,1.24923976881942,0.615118500429856,1.14609153102699,-0.8018327412267,0.360122322704297,"Guild","FALSE","Wild","Invertebrate","Diurnal","Flying","No_crop","Tropical"
"463",712,NA,NA,2,"Tasen, Wattanachai; Tangmitcharoen, Suwan; Thakeaw, Malaiporn; Ogata, Kazuo",2009,"Insect Pollination of Aquilaria crassna (Thymelaeaceae): Effect of Moths for the Fruit Setting in Thailand",NA,"Khaosaming Distric","Tropical & Subtropical Moist Broadleaf Forests","Agricultural","Invertebrate Diurnal flying exclusion","all visitors",NA,"Thymelaeaceae","Aquilaria crassna","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",12,"tree",6,6,NA,NA,NA,2.78,1.33,"%",0.9,0.5,NA,NA,NA,"Thailand",NA,NA,"Aquilaria",2.20454076850486,1.22474487139159,0.793000276440597,0.920860805557586,-0.750302561345009,0.356789747231703,"Guild","FALSE","Wild","Invertebrate","Diurnal","Flying","Crop","Tropical"
"464",713,"3726",183,1,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Diurnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",31,"flower",18,13,NA,NA,NA,77,67.47,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",30.107,31.57596,NA,NA,-0.302083726487217,0.1339504805078,"Guild","FALSE","Wild","NA","Diurnal","NA","Crop","Tropical"
"465",714,NA,NA,2,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Nocturnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",37,"flower",18,19,NA,NA,NA,77,57.78,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",30.107,27.04104,NA,NA,-0.65816577508696,0.114040947847462,"Guild","FALSE","Wild","NA","Nocturnal","NA","Crop","Tropical"
"466",715,NA,NA,3,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Vertebrate Diurnal flying exclusion","all visitors",NA,"Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",36,"flower",18,18,NA,NA,NA,77,27.33,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",30.107,12.79044,NA,NA,-2.09961532509158,0.172338673796658,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","Crop","Tropical"
"467",716,NA,NA,4,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Diurnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",46,"flower",23,23,NA,NA,NA,53,43.02,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",20.723,20.13336,NA,NA,-0.480107832359443,0.0894619948988357,"Guild","FALSE","Wild","NA","Diurnal","NA","Crop","Tropical"
"468",717,NA,NA,5,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Nocturnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",51,"flower",23,28,NA,NA,NA,53,10.72,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",20.723,5.01696,NA,NA,-2.89565217823267,0.161396483224082,"Guild","FALSE","Wild","NA","Nocturnal","NA","Crop","Tropical"
"469",718,NA,NA,6,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Vertebrate Diurnal flying exclusion","all visitors",NA,"Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",37,"flower",23,14,NA,NA,NA,53,7.02,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",20.723,3.28536,NA,NA,-2.71800496992921,0.214738602792189,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","Crop","Tropical"
"470",719,NA,NA,7,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Diurnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",46,"flower",22,24,NA,NA,NA,85,58.96,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",33.235,27.59328,NA,NA,-0.841417517804536,0.0948166842871724,"Guild","FALSE","Wild","NA","Diurnal","NA","Crop","Tropical"
"471",720,NA,NA,8,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Nocturnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",49,"flower",22,27,NA,NA,NA,85,59.43,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",33.235,27.81324,NA,NA,-0.828821841825601,0.0895012319353292,"Guild","FALSE","Wild","NA","Nocturnal","NA","Crop","Tropical"
"472",721,NA,NA,9,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Vertebrate Diurnal flying exclusion","all visitors",NA,"Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",49,"flower",22,27,NA,NA,NA,85,29.24,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",33.235,13.68432,NA,NA,-2.24523492340164,0.133931172912627,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","Crop","Tropical"
"473",722,NA,NA,10,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Diurnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",51,"flower",28,23,NA,NA,NA,67,83.49,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",26.197,39.07332,NA,NA,0.497837266208519,0.0816223695605761,"Guild","FALSE","Wild","NA","Diurnal","NA","Crop","Tropical"
"474",723,NA,NA,11,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Nocturnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",49,"flower",28,21,NA,NA,NA,67,14.15,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",26.197,6.6222,NA,NA,-2.55910366210563,0.15015998183744,"Guild","FALSE","Wild","NA","Nocturnal","NA","Crop","Tropical"
"475",724,NA,NA,12,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Vertebrate Diurnal flying exclusion","all visitors",NA,"Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",63,"flower",28,35,NA,NA,NA,67,2.83,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",26.197,1.32444,NA,NA,-3.63050419192886,0.16889333879058,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","Crop","Tropical"
"476",725,NA,NA,13,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Diurnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",23,"fruit",14,9,NA,NA,NA,80,94,"%",8,13,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",29.9332590941915,39,0.374165738677394,0.414893617021277,0.400665729277972,0.186029530944418,"Guild","FALSE","Wild","NA","Diurnal","NA","Crop","Tropical"
"477",726,NA,NA,14,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Nocturnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",25,"fruit",14,11,NA,NA,NA,80,21,"%",8,4,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",29.9332590941915,13.2664991614216,0.374165738677394,0.63173805530579,-2.36291381849959,0.274004896610788,"Guild","FALSE","Wild","NA","Nocturnal","NA","Crop","Tropical"
"478",727,NA,NA,15,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Vertebrate Diurnal flying exclusion","all visitors",NA,"Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",19,"fruit",14,5,NA,NA,NA,80,21,"%",8,5,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",29.9332590941915,11.1803398874989,0.374165738677394,0.53239713749995,-2.10803665139651,0.388371164155703,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","Crop","Tropical"
"479",728,NA,NA,16,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Diurnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",22,"fruit",12,10,NA,NA,NA,70,64,"%",6,9,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",20.7846096908265,28.4604989415154,0.296922995583236,0.444695295961178,-0.235216058296072,0.184590755926068,"Guild","FALSE","Wild","NA","Diurnal","NA","Crop","Tropical"
"480",729,NA,NA,17,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Nocturnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",15,"fruit",12,3,NA,NA,NA,70,19,"%",6,7,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",20.7846096908265,12.1243556529821,0.296922995583236,0.638123981735902,-2.43584562492947,0.614444796949601,"Guild","FALSE","Wild","NA","Nocturnal","NA","Crop","Tropical"
"481",730,NA,NA,18,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Vertebrate Diurnal flying exclusion","all visitors",NA,"Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",13,"fruit",12,1,NA,NA,NA,70,11,"%",6,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",20.7846096908265,5.148,0.296922995583236,NA,-2.63982002090649,1.35135832344021,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","Crop","Tropical"
"482",731,NA,NA,19,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Diurnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",33,"fruit",19,14,NA,NA,NA,77,99,"%",8,5,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",34.8711915483254,18.7082869338697,0.452872617510719,0.188972595291613,0.734937753806335,0.132243991314878,"Guild","FALSE","Wild","NA","Diurnal","NA","Crop","Tropical"
"483",732,NA,NA,20,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Nocturnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",35,"fruit",19,16,NA,NA,NA,77,37,"%",8,7,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",34.8711915483254,28,0.452872617510719,0.756756756756757,-1.22394803316292,0.136532275917131,"Guild","FALSE","Wild","NA","Nocturnal","NA","Crop","Tropical"
"484",733,NA,NA,21,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Vertebrate Diurnal flying exclusion","all visitors",NA,"Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",27,"fruit",19,8,NA,NA,NA,77,43,"%",8,13,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",34.8711915483254,36.7695526217005,0.452872617510719,0.855105874923267,-0.930956348969416,0.193681203460081,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","Crop","Tropical"
"485",734,NA,NA,22,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Diurnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",38,"fruit",19,19,NA,NA,NA,56,60,"%",6,6,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",26.153393661244,26.153393661244,0.467024886807929,0.435889894354067,0.149731450049625,0.105558151409657,"Guild","FALSE","Wild","NA","Diurnal","NA","Crop","Tropical"
"486",735,NA,NA,23,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Nocturnal exclusion","all visitors","vertebrate","Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",22,"fruit",19,3,NA,NA,NA,56,10,"%",6,1,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",26.153393661244,1.73205080756888,0.467024886807929,0.173205080756888,-1.78300581980845,0.458217406677766,"Guild","FALSE","Wild","NA","Nocturnal","NA","Crop","Tropical"
"487",736,NA,NA,24,"Tremlett, Constance J.; Moore, Mandy; Chapman, Mark A.; Zamora-Gutierrez, Veronica; Peh, Kelvin S. H.",2019,"Pollination by bats enhances both quality and yield of a major cash crop in MexicoPalabras clave","10.1111/1365-2664.13545","Techaluta de Montenegro","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Vertebrate Diurnal flying exclusion","all visitors",NA,"Cactaceae","Stenocereus  queretaroen","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",20,"fruit",19,1,NA,NA,NA,56,13,"%",6,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus",26.153393661244,6.084,0.467024886807929,NA,-1.57451063121654,1.11460867214272,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","Crop","Tropical"
"488",738,"3750",185,1,"Turner, Ross C.; Midgley, Jeremy J.; Johnson, Steven D.",2011,"Evidence for rodent pollination in Erica hanekomii (Ericaceae)","10.1111/j.1095-8339.2011.01139.x","Middelberg Pass","Mediterranean Forests, Woodlands & Scrub","Shrubland","Vertebrate nocturnal no-flying excluded","all visitors",NA,"Ericaceae","Erica hanekomii","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",30,"inflorescence",15,15,NA,NA,NA,73.5,3.3,"%",NA,NA,NA,NA,NA,"South Africa",NA,NA,"Erica",28.7385,1.5444,NA,NA,-3.35617303277793,0.321064957099097,"Guild","FALSE","Wild","Vertebrate","NA","No-flying","No_crop","Mediterranean"
"489",741,"3785",187,1,"Valiente-Banuet, A.; Gally, R. Santos; Arizmendi, M. C.; Casas, A.",2007,"Pollination biology of the hemiepiphytic cactus Hylocereus undatus in the Tehuacan Valley, Mexico","10.1016/j.jaridenv.2006.04.001","Tehuacan Valley","Deserts & Xeric Shrublands","Shrubland","Diurnal exclusion","all visitors","vertebrate","Cactaceae","Selenicereus undatus","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",33,"flower",20,13,NA,NA,NA,100,76.9,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Selenicereus",39.1,35.9892,NA,NA,-0.594203391876975,0.132272738603654,"Guild","FALSE","Wild","NA","Diurnal","NA","No_crop","Deserts"
"490",742,NA,NA,2,"Valiente-Banuet, A.; Gally, R. Santos; Arizmendi, M. C.; Casas, A.",2007,"Pollination biology of the hemiepiphytic cactus Hylocereus undatus in the Tehuacan Valley, Mexico","10.1016/j.jaridenv.2006.04.001","Tehuacan Valley","Deserts & Xeric Shrublands","Shrubland","Vertebrate Nocturnal flying/no-flying exclusion","all visitors","vertebrate","Cactaceae","Selenicereus undatus","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",33,"flower",20,13,NA,NA,NA,100,46.1,"%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Selenicereus",39.1,21.5748,NA,NA,-1.57320582775095,0.1644227220211,"Guild","FALSE","Wild","Vertebrate","Nocturnal","Both","No_crop","Deserts"
"491",743,NA,NA,3,"Valiente-Banuet, A.; Gally, R. Santos; Arizmendi, M. C.; Casas, A.",2007,"Pollination biology of the hemiepiphytic cactus Hylocereus undatus in the Tehuacan Valley, Mexico","10.1016/j.jaridenv.2006.04.001","Tehuacan Valley","Deserts & Xeric Shrublands","Shrubland","Diurnal exclusion","all visitors","vertebrate","Cactaceae","Selenicereus undatus","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",30,"fruit",20,10,NA,NA,NA,5393,6830,NA,237,450,NA,NA,NA,"Mexico",NA,NA,"Selenicereus",1059.8962213349,1423.02494707577,0.196531841523252,0.208349186980347,1.1760873484436,0.173053024186152,"Guild","FALSE","Wild","NA","Diurnal","NA","No_crop","Deserts"
"492",744,NA,NA,4,"Valiente-Banuet, A.; Gally, R. Santos; Arizmendi, M. C.; Casas, A.",2007,"Pollination biology of the hemiepiphytic cactus Hylocereus undatus in the Tehuacan Valley, Mexico","10.1016/j.jaridenv.2006.04.001","Tehuacan Valley","Deserts & Xeric Shrublands","Shrubland","Vertebrate Nocturnal flying/no-flying exclusion","all visitors","vertebrate","Cactaceae","Selenicereus undatus","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",26,"fruit",20,6,NA,NA,NA,5393,7110,NA,237,450,NA,NA,NA,"Mexico",NA,NA,"Selenicereus",1059.8962213349,1102.27038425243,0.196531841523252,0.155030996378682,1.55556282865483,0.263200815010755,"Guild","FALSE","Wild","Vertebrate","Nocturnal","Both","No_crop","Deserts"
"493",745,"3800",188,1,"Van der Kroft, Tayla; Roberts, David G.; Krauss, Siegfried L.",2019,"The critical role of honeyeaters in the pollination of the catspaw Anigozanthos humilis (Haemodoraceae)","10.1071/bt18209","Shire of Gingin","Mediterranean Forests, Woodlands & Scrub","Shrubland","Vertebrate Diurnal flying exclusion","all visitors",NA,"Haemodoraceae","Anigozanthos humilis","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",348,"plant",51,297,NA,NA,NA,1.01,0.27,NA,0.25,0.08,NA,NA,NA,"Australia",NA,NA,"Anigozanthos",1.78535710713571,1.37869503516913,1.76768030409476,5.1062779080338,-0.511157119203476,0.0233502511026956,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Mediterranean"
"494",746,NA,NA,2,"Van der Kroft, Tayla; Roberts, David G.; Krauss, Siegfried L.",2019,"The critical role of honeyeaters in the pollination of the catspaw Anigozanthos humilis (Haemodoraceae)","10.1071/bt18209","Shire of Gingin","Mediterranean Forests, Woodlands & Scrub","Shrubland","Vert/Invert Diurnal flying exclusion","all visitors",NA,"Haemodoraceae","Anigozanthos humilis","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",283,"plant",51,232,NA,NA,NA,1.01,0.23,NA,0.25,0.08,NA,NA,NA,"Australia",NA,NA,"Anigozanthos",1.78535710713571,1.21852369693823,1.76768030409476,5.29792911712272,-0.581803979964048,0.0245162372070708,"Guild","FALSE","Wild","NA","Diurnal","Flying","No_crop","Mediterranean"
"495",748,"3805",190,1,"Van der Niet, Timotheus; Pirie, Michael D.; Shuttleworth, Adam; Johnson, Steven D.; Midgley, Jeremy J.",2014,"Do pollinator distributions underlie the evolution of pollination ecotypes in the Cape shrub Erica plukenetii?","10.1093/aob/mct193",NA,NA,NA,"Vertebrate Diurnal flying exclusion","all visitors",NA,"Ericaceae","Erica plukenetii","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",40,NA,20,20,"X2",1.15,NA,77,67,"%",6.2,6.8,NA,NA,NA,"South Africa",NA,NA,"Erica",27.7272429209974,30.4105244939971,0.360094063909057,0.453888425283539,-0.336809687029574,0.101418009565962,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Others"
"496",749,"3829",191,1,"Vaughton, G.",1992,"EFFECTIVENESS OF NECTARIVOROUS BIRDS AND HONEYBEES AS POLLINATORS OF BANKSIA-SPINULOSA (PROTEACEAE)","10.1111/j.1442-9993.1992.tb00779.x","New England National Par","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors",NA,"Proteaceae","Banksia spinulosa","Pollinator guild diversity","Pollen load","positive",NA,NA,NA,NA,NA,"Exp",100,"flower",55,45,"F",24.44,NA,3.7,2,NA,0.3,0.2,NA,NA,NA,"Australia",NA,NA,"Banksia",2.2248595461287,1.34164078649987,0.601313390845594,0.670820393249937,-0.897147545295367,0.0444284089941879,"Guild","FALSE","Wild","Vertebrate","Diurnal","Flying","No_crop","Temperate"
